sent,word,pos,isSplit,isUnk,withPunct,surp,cond,item,region,isMulti,region_words,freq,UID,logfreq,previous_surp,previous2_surp,previous3_surp,previous_logfreq,previous2_logfreq,previous3_logfreq,predRT
"Anna likes listening to music on her phone, but Rose only listens to podcasts.",Anna,0,0,0,0,0.0,fill-112,,1,0,Anna,28,fill-112,3.36729582998647,,,,,,,0.0
"Anna likes listening to music on her phone, but Rose only listens to podcasts.",likes,1,0,0,0,13.9680414199829,fill-112,,2,0,likes,424,fill-112,6.05208916892442,0.0,,,3.36729582998647,,,25.938652916908243
"Anna likes listening to music on her phone, but Rose only listens to podcasts.",to,3,0,0,0,13.2313632443547,fill-112,,3,1,listening to,0,fill-112,0.0,13.9680414199829,0.0,,6.05208916892442,3.36729582998647,,49.74105218357586
"Anna likes listening to music on her phone, but Rose only listens to podcasts.",music,4,0,0,0,2.11084580421448,fill-112,,4,0,music,150,fill-112,5.01727983681492,13.2313632443547,13.9680414199829,0.0,0.0,6.05208916892442,3.36729582998647,55.517255526259476
"Anna likes listening to music on her phone, but Rose only listens to podcasts.",on,5,0,0,0,4.67809867858887,fill-112,,5,0,on,7231,fill-112,8.88627090207201,2.11084580421448,13.2313632443547,13.9680414199829,5.01727983681492,0.0,6.05208916892442,38.781692151866814
"Anna likes listening to music on her phone, but Rose only listens to podcasts.","phone,",7,1,0,0,3.75421738624573,fill-112,,6,1,"her phone,",0,fill-112,0.0,4.67809867858887,2.11084580421448,13.2313632443547,8.88627090207201,5.01727983681492,0.0,19.59576611804964
"Anna likes listening to music on her phone, but Rose only listens to podcasts.",but,8,0,0,0,1.80961859226227,fill-112,,7,0,but,4599,fill-112,8.43381158247719,3.75421738624573,4.67809867858887,2.11084580421448,0.0,8.88627090207201,5.01727983681492,19.420943530201924
"Anna likes listening to music on her phone, but Rose only listens to podcasts.",Rose,9,0,0,0,17.8213291168213,fill-112,,8,0,Rose,224,fill-112,5.41610040220442,1.80961859226227,3.75421738624573,4.67809867858887,8.43381158247719,0.0,8.88627090207201,43.81477081966403
"Anna likes listening to music on her phone, but Rose only listens to podcasts.",only,10,0,0,0,9.09450626373291,fill-112,,9,0,only,1529,fill-112,7.33302301438648,17.8213291168213,1.80961859226227,3.75421738624573,5.41610040220442,8.43381158247719,0.0,52.598245343089125
"Anna likes listening to music on her phone, but Rose only listens to podcasts.",listens,11,0,0,0,1.87293434143066,fill-112,,10,0,listens,118,fill-112,4.77912349311153,9.09450626373291,17.8213291168213,1.80961859226227,7.33302301438648,5.41610040220442,8.43381158247719,55.27732031440736
"Anna likes listening to music on her phone, but Rose only listens to podcasts.",podcasts.,13,1,0,0,5.22427494823933,fill-112,,11,1,to podcasts.,0,fill-112,0.0,1.87293434143066,9.09450626373291,17.8213291168213,4.77912349311153,7.33302301438648,5.41610040220442,31.147290208175775
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",as,2,0,0,0,7.02499917894602,fill-102,,1,1,As soon as,45,fill-102,3.8286413964891,,,,,,,13.045423475302758
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",sprinter,4,1,0,0,22.077780008316,fill-102,,2,1,the sprinter,0,fill-102,0.0,7.02499917894602,,,3.8286413964891,,,53.65748599590354
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.","finished,",5,1,0,0,7.04117202758789,fill-102,,3,0,"finished,",120,fill-102,4.79579054559674,22.077780008316,7.02499917894602,,0.0,3.8286413964891,,66.81828939878189
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",he,6,0,0,0,2.34346604347229,fill-102,,4,0,he,8469,fill-102,9.0442857876461,7.04117202758789,22.077780008316,7.02499917894602,4.79579054559674,0.0,3.8286413964891,60.908557312965314
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",spotted,7,0,0,0,10.2124242782593,fill-102,,5,0,spotted,23,fill-102,3.17805383034795,2.34346604347229,7.04117202758789,22.077780008316,9.0442857876461,4.79579054559674,0.0,37.178206513881726
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",parents,9,0,0,0,10.8556759357452,fill-102,,6,1,his parents,0,fill-102,0.0,10.2124242782593,2.34346604347229,7.04117202758789,3.17805383034795,9.0442857876461,4.79579054559674,43.21824579048153
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",standing,10,0,0,0,4.16278266906738,fill-102,,7,0,standing,354,fill-102,5.87211778947542,10.8556759357452,10.2124242782593,2.34346604347229,0.0,3.17805383034795,9.0442857876461,47.58430249357221
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",behind,11,0,0,0,5.08720541000366,fill-102,,8,0,behind,236,fill-102,5.46806014113513,4.16278266906738,10.8556759357452,10.2124242782593,5.87211778947542,0.0,3.17805383034795,38.51850290036193
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",sign,13,0,0,0,12.968460559845,fill-102,,9,1,the sign,0,fill-102,0.0,5.08720541000366,4.16278266906738,10.8556759357452,5.46806014113513,5.87211778947542,0.0,41.521024571895644
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",and,14,0,0,0,4.67407321929932,fill-102,,10,0,and,26817,fill-102,10.1968285828396,12.968460559845,5.08720541000366,4.16278266906738,0.0,5.46806014113513,5.87211778947542,42.15719704675681
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",waved,15,0,0,0,2.3757336139679,fill-102,,11,0,waved,27,fill-102,3.3322045101752,4.67407321929932,12.968460559845,5.08720541000366,10.1968285828396,0.0,5.46806014113513,38.60274839472778
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",excitedly.,16,1,0,0,7.82615725035612,fill-102,,12,0,excitedly.,0,fill-102,0.0,2.3757336139679,4.67407321929932,12.968460559845,3.3322045101752,10.1968285828396,0.0,28.10162947302922
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",Before,0,0,0,0,0.0,CATAMARAN2-OBJ-Misma,11.0,1,0,Before,882,CATAMARAN2-OBJ-Misma_11.0,6.78332520060396,,,,,,,0.0
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",spotting,1,0,0,0,16.2085342407227,CATAMARAN2-OBJ-Misma,11.0,3,0,spotting,23,CATAMARAN2-OBJ-Misma_11.0,3.17805383034795,0.0,,,6.78332520060396,,,30.09924808502205
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",her,2,0,0,0,6.1267261505127,CATAMARAN2-OBJ-Misma,11.0,4,0,her,4888,CATAMARAN2-OBJ-Misma_11.0,8.49474306257865,16.2085342407227,0.0,,3.17805383034795,6.78332520060396,,40.585109163284386
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",yoga,4,0,0,0,17.7387976646423,CATAMARAN2-OBJ-Misma,11.0,5,1,at yoga,0,CATAMARAN2-OBJ-Misma_11.0,0.0,6.1267261505127,16.2085342407227,0.0,8.49474306257865,3.17805383034795,6.78332520060396,76.18766532278065
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.","class,",5,1,0,0,0.915285110473633,CATAMARAN2-OBJ-Misma,11.0,6,0,"class,",241,CATAMARAN2-OBJ-Misma_11.0,5.48893772615669,17.7387976646423,6.1267261505127,16.2085342407227,0.0,8.49474306257865,3.17805383034795,45.83880270290369
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",Zachary,6,1,0,0,15.2793734073639,CATAMARAN2-OBJ-Misma,11.0,7,0,Zachary,0,CATAMARAN2-OBJ-Misma_11.0,0.0,0.915285110473633,17.7387976646423,6.1267261505127,5.48893772615669,0.0,8.49474306257865,65.2701311461925
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",secretly,7,0,0,0,15.0737066268921,CATAMARAN2-OBJ-Misma,11.0,8,0,secretly,0,CATAMARAN2-OBJ-Misma_11.0,0.0,15.2793734073639,0.915285110473633,17.7387976646423,0.0,5.48893772615669,0.0,57.34397560071949
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",followed,8,0,0,0,5.47939968109131,CATAMARAN2-OBJ-Misma,11.0,9,0,followed,460,CATAMARAN2-OBJ-Misma_11.0,6.13339804299665,15.0737066268921,15.2793734073639,0.915285110473633,0.0,0.0,5.48893772615669,67.6981795098782
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",Kaitlyn,9,1,0,0,11.8479961156845,CATAMARAN2-OBJ-Misma,11.0,10,0,Kaitlyn,0,CATAMARAN2-OBJ-Misma_11.0,0.0,5.47939968109131,15.0737066268921,15.2793734073639,6.13339804299665,0.0,0.0,61.82706207978726
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",around,10,0,0,0,3.11049747467041,CATAMARAN2-OBJ-Misma,11.0,11,0,around,452,CATAMARAN2-OBJ-Misma_11.0,6.11589212548303,11.8479961156845,5.47939968109131,15.0737066268921,0.0,6.13339804299665,0.0,38.01384997725486
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",town.,11,1,0,0,6.36766386032104,CATAMARAN2-OBJ-Misma,11.0,12,0,town.,221,CATAMARAN2-OBJ-Misma_11.0,5.40267738187228,3.11049747467041,11.8479961156845,5.47939968109131,6.11589212548303,0.0,6.13339804299665,40.97183651983735
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,authors,1,0,0,0,5.19257497787476,Cheesecake-d,25.0,1,1,The authors,0,Cheesecake-d_25.0,0.0,,,,,,,9.64261173391343
